-2.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 20930
-2.0, 2.0, -3.0; 15234
-3.0, 2.0, -3.0; 5766
-3.0, 2.0, -2.0; 1606
-3.0, -3.0, -2.0; 1267

-3.0, 2.0, -2.0; -3.0, -3.0, -1.0
-3.0, -4.0, -1.0; 2920
-3.0, -3.0, -1.0; 2132
-2.0, 2.0, -3.0; 2010
-2.0, -4.0, -1.0; 1978
-2.0, 3.0, -1.0; 1785
-3.0, 2.0, -3.0; 1654
-2.0, 3.0, 0.0; 1381

-1.0, 3.0, -1.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 1309
-3.0, -3.0, -1.0; 950
-2.0, 2.0, -3.0; 900

-2.0, 2.0, -3.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 2818
-3.0, 2.0, -2.0; 1737

-3.0, 2.0, -2.0; -2.0, -4.0, -1.0
-3.0, -4.0, -1.0; 1147

-3.0, 2.0, -3.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 4260
-3.0, 2.0, -2.0; 2770
-3.0, 2.0, -3.0; 1002

-2.0, 2.0, -3.0; -2.0, -4.0, -1.0
-3.0, -3.0, -1.0; 2019
-3.0, 2.0, -2.0; 1069

-3.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 7526
-3.0, 2.0, -3.0; 3631
-2.0, 2.0, -3.0; 2948
-3.0, 2.0, -2.0; 1204
-3.0, -4.0, -1.0; 1151

-3.0, 2.0, -1.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 907

-3.0, 2.0, -3.0; -2.0, -4.0, -1.0
-3.0, -3.0, -1.0; 2100
-3.0, 2.0, -2.0; 1308

-2.0, 3.0, 0.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 968

-3.0, 2.0, -2.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1091
-3.0, -4.0, -1.0; 1015
-3.0, 2.0, -2.0; 965

-2.0, 3.0, 0.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 1718
-2.0, 2.0, -3.0; 1076
-2.0, -4.0, -1.0; 1055

-2.0, 3.0, -1.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 4386
-2.0, -4.0, -1.0; 2465
-2.0, 2.0, -3.0; 2417
-2.0, 3.0, -1.0; 2148
-2.0, 3.0, 0.0; 1395
-3.0, -4.0, -1.0; 1204
-3.0, 2.0, -3.0; 946

-2.0, 3.0, -1.0; -2.0, -4.0, -1.0
-2.0, -4.0, -1.0; 1575
-2.0, 3.0, -1.0; 1269
-3.0, -3.0, -1.0; 1098

-2.0, 3.0, 0.0; -2.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1386
-2.0, -4.0, -1.0; 1171
-2.0, 3.0, -1.0; 1138
-2.0, 3.0, 0.0; 944

