-2.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 7581
-2.0, 2.0, -3.0; 6429
-3.0, 2.0, -3.0; 1302

-1.0, 3.0, -1.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 1980
-2.0, 3.0, -1.0; 1168
-3.0, -3.0, -1.0; 883
-2.0, 3.0, 0.0; 805

-2.0, 2.0, -3.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1126

-3.0, 2.0, -3.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 910

-1.0, 3.0, -1.0; -3.0, -4.0, -1.0
-2.0, -4.0, -1.0; 1093

-2.0, 2.0, -3.0; -2.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1352
-3.0, -4.0, -1.0; 762
-2.0, 3.0, -1.0; 762

-3.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 1640
-2.0, 2.0, -3.0; 916

-2.0, 3.0, -1.0; -3.0, -4.0, -1.0
-2.0, -4.0, -1.0; 2168
-2.0, 3.0, 0.0; 1341
-2.0, 3.0, -1.0; 1139
-3.0, -3.0, -1.0; 1082
-3.0, -4.0, -1.0; 759

-2.0, 3.0, 0.0; -3.0, -4.0, -1.0
-2.0, -4.0, -1.0; 2167
-2.0, 3.0, 0.0; 1789
-3.0, -3.0, -1.0; 1591
-3.0, -4.0, -1.0; 1399
-2.0, 3.0, -1.0; 1240

-2.0, 3.0, 0.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 2261
-3.0, -3.0, -1.0; 1677
-2.0, 3.0, 0.0; 1552
-2.0, 3.0, -1.0; 1348
-3.0, -4.0, -1.0; 1260

-2.0, 3.0, -1.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 4147
-3.0, -3.0, -1.0; 3277
-2.0, 3.0, -1.0; 2866
-2.0, 3.0, 0.0; 2348
-3.0, -4.0, -1.0; 1470
-2.0, 2.0, -3.0; 1336

-2.0, 3.0, -1.0; -2.0, -4.0, -1.0
-2.0, -4.0, -1.0; 5003
-2.0, 3.0, -1.0; 3762
-2.0, 3.0, 0.0; 2505
-3.0, -3.0, -1.0; 2271
-3.0, -4.0, -1.0; 1756
-1.0, 3.0, -1.0; 1598

-2.0, 3.0, 0.0; -2.0, -4.0, -1.0
-2.0, -4.0, -1.0; 3212
-2.0, 3.0, -1.0; 2842
-3.0, -3.0, -1.0; 2599
-2.0, 3.0, 0.0; 2455
-3.0, -4.0, -1.0; 2315
-1.0, 3.0, -1.0; 1319

-1.0, 3.0, -1.0; -2.0, -4.0, -1.0
-2.0, -4.0, -1.0; 2192
-2.0, 3.0, -1.0; 1472

