0,0.0
1,0.0
2,26.0
3,117.0
4,219.0
5,552.0
6,1156.0
7,1874.0
8,3627.0
9,6197.0
10,8824.0
11,11185.0
12,12849.0
13,13557.0
14,14140.0
15,13797.0
16,13074.0
17,12105.0
18,10563.0
19,8929.0
20,7405.0
21,5890.0
22,4533.0
23,3374.0
24,2488.0
25,1744.0
26,1134.0
27,870.0
28,549.0
29,371.0
30,178.0
31,126.0
32,54.0
33,30.0
34,25.0
35,3.0
36,2.0
37,2.0
38,2.0
39,3.0
40,0.0
41,3.0
42,2.0
43,2.0
44,3.0
45,0.0
46,0.0
47,0.0
48,1.0
49,1.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
1615.86
