0,4.0
1,8.0
2,65.0
3,198.0
4,276.0
5,698.0
6,2048.0
7,3460.0
8,5445.0
9,7577.0
10,9282.0
11,10509.0
12,11242.0
13,11311.0
14,11306.0
15,10948.0
16,10250.0
17,9976.0
18,9918.0
19,9802.0
20,9424.0
21,9104.0
22,8737.0
23,8383.0
24,7848.0
25,7103.0
26,6121.0
27,5204.0
28,4075.0
29,3133.0
30,2204.0
31,1644.0
32,990.0
33,592.0
34,338.0
35,197.0
36,127.0
37,69.0
38,45.0
39,23.0
40,10.0
41,8.0
42,1.0
43,3.0
44,2.0
45,0.0
46,2.0
47,2.0
48,0.0
49,1.0
50,1.0
51,0.0
52,1.0
53,0.0
54,0.0
55,1.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
1997.16
