0,0.0
1,0.0
2,11.0
3,91.0
4,150.0
5,323.0
6,740.0
7,1113.0
8,2122.0
9,3464.0
10,5080.0
11,6960.0
12,8664.0
13,9676.0
14,10499.0
15,11192.0
16,11067.0
17,10829.0
18,10189.0
19,9376.0
20,8389.0
21,7122.0
22,5889.0
23,4823.0
24,3646.0
25,2815.0
26,1966.0
27,1408.0
28,930.0
29,540.0
30,334.0
31,167.0
32,94.0
33,53.0
34,30.0
35,12.0
36,7.0
37,5.0
38,3.0
39,3.0
40,1.0
41,4.0
42,0.0
43,0.0
44,1.0
45,2.0
46,1.0
47,0.0
48,1.0
49,0.0
50,1.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
1397.94
