0,1.0
1,2.0
2,46.0
3,210.0
4,293.0
5,653.0
6,1355.0
7,2173.0
8,3684.0
9,5806.0
10,7541.0
11,9017.0
12,10012.0
13,10590.0
14,10744.0
15,10777.0
16,10227.0
17,10186.0
18,9697.0
19,9086.0
20,8517.0
21,7810.0
22,7142.0
23,6500.0
24,5713.0
25,4812.0
26,3998.0
27,3222.0
28,2527.0
29,1823.0
30,1204.0
31,743.0
32,469.0
33,279.0
34,127.0
35,84.0
36,34.0
37,20.0
38,16.0
39,10.0
40,9.0
41,2.0
42,1.0
43,2.0
44,0.0
45,2.0
46,0.0
47,2.0
48,2.0
49,1.0
50,0.0
51,0.0
52,0.0
53,0.0
54,2.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
1671.73
