0,2.0
1,1.0
2,22.0
3,106.0
4,163.0
5,570.0
6,1760.0
7,2793.0
8,4813.0
9,7395.0
10,9984.0
11,12116.0
12,13413.0
13,13644.0
14,13459.0
15,12683.0
16,11574.0
17,10281.0
18,9051.0
19,7917.0
20,6776.0
21,5680.0
22,4787.0
23,3848.0
24,3147.0
25,2591.0
26,1927.0
27,1438.0
28,997.0
29,702.0
30,444.0
31,280.0
32,145.0
33,80.0
34,27.0
35,23.0
36,8.0
37,9.0
38,2.0
39,4.0
40,2.0
41,1.0
42,0.0
43,3.0
44,1.0
45,1.0
46,1.0
47,3.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
1646.74
