0,0.0
1,0.0
2,0.0
3,10.0
4,21.0
5,26.0
6,46.0
7,85.0
8,139.0
9,199.0
10,311.0
11,500.0
12,649.0
13,825.0
14,1040.0
15,1283.0
16,1584.0
17,1872.0
18,2150.0
19,2475.0
20,2651.0
21,2802.0
22,2855.0
23,2744.0
24,2612.0
25,2314.0
26,1909.0
27,1481.0
28,1169.0
29,759.0
30,500.0
31,310.0
32,198.0
33,115.0
34,61.0
35,26.0
36,16.0
37,6.0
38,5.0
39,2.0
40,1.0
41,0.0
42,2.0
43,0.0
44,0.0
45,1.0
46,0.0
47,1.0
48,2.0
49,0.0
50,1.0
51,0.0
52,0.0
53,0.0
54,0.0
55,1.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
357.59
