0,1.0
1,1.0
2,11.0
3,106.0
4,95.0
5,171.0
6,200.0
7,319.0
8,457.0
9,652.0
10,900.0
11,1240.0
12,1480.0
13,1738.0
14,2011.0
15,2369.0
16,2662.0
17,2851.0
18,3055.0
19,3175.0
20,3308.0
21,3266.0
22,3331.0
23,2959.0
24,2650.0
25,2335.0
26,1907.0
27,1452.0
28,1053.0
29,698.0
30,402.0
31,265.0
32,138.0
33,75.0
34,45.0
35,24.0
36,15.0
37,6.0
38,5.0
39,4.0
40,3.0
41,0.0
42,1.0
43,0.0
44,1.0
45,0.0
46,0.0
47,0.0
48,0.0
49,1.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
474.38
