2.0, 0.0, 0.0; 18
3.0, 0.0, 0.0; 1
-4.0, -2.0, -5.0; 2
-3.0, -2.0, -5.0; 5
-2.0, -2.0, -5.0; 1
-4.0, 3.0, 5.0; 1
3.0, -2.0, -5.0; 2
0.0, 3.0, 5.0; 1
-6.0, 1.0, 0.0; 13
-5.0, 1.0, 0.0; 2
-3.0, 1.0, 0.0; 1
-2.0, 1.0, 0.0; 9
1.0, 1.0, 0.0; 32
2.0, 1.0, 0.0; 12
-6.0, 2.0, 0.0; 8
-5.0, 2.0, 0.0; 23
-4.0, 2.0, 0.0; 1
-3.0, 2.0, 0.0; 342
-2.0, 2.0, 0.0; 5
-1.0, 2.0, 0.0; 25
0.0, 2.0, 0.0; 28
1.0, 2.0, 0.0; 21
2.0, 2.0, 0.0; 4
-3.0, 0.0, -5.0; 1
-9.0, 3.0, 0.0; 1
-6.0, 3.0, 0.0; 4
-5.0, 3.0, 0.0; 7
-4.0, 3.0, 0.0; 7
-3.0, 3.0, 0.0; 2501
-2.0, 3.0, 0.0; 11863
-1.0, 3.0, 0.0; 83
0.0, 3.0, 0.0; 6
-7.0, 1.0, -5.0; 1
-4.0, 1.0, -5.0; 1
-2.0, 1.0, -5.0; 1
3.0, 1.0, -5.0; 1
-6.0, 4.0, 0.0; 4
-5.0, 4.0, 0.0; 5
-4.0, 4.0, 0.0; 1
-3.0, 4.0, 0.0; 2
-2.0, 4.0, 0.0; 12
-1.0, 4.0, 0.0; 29
-6.0, 2.0, -5.0; 1
-5.0, 2.0, -5.0; 2
6.0, -2.0, -5.0; 1
-2.0, 2.0, -5.0; 1
-1.0, 2.0, -5.0; 2
0.0, 2.0, -5.0; 1
2.0, 2.0, -5.0; 1
3.0, 2.0, -5.0; 1
-5.0, 5.0, 0.0; 1
-4.0, 5.0, 0.0; 4
-3.0, 5.0, 0.0; 1
-1.0, 5.0, 0.0; 2
0.0, 5.0, 0.0; 3
1.0, 5.0, 0.0; 1
2.0, 5.0, 0.0; 1
-5.0, 3.0, -5.0; 1
-2.0, 3.0, -5.0; 1
0.0, 3.0, -5.0; 4
-3.0, 6.0, 0.0; 1
-2.0, 6.0, 0.0; 1
-1.0, 6.0, 0.0; 7
0.0, 6.0, 0.0; 8
1.0, 6.0, 0.0; 1
-3.0, 4.0, -5.0; 1
-2.0, 4.0, -5.0; 1
-1.0, 7.0, 0.0; 1
-3.0, 5.0, -5.0; 1
0.0, -7.0, -3.0; 2
3.0, -1.0, 4.0; 1
-4.0, 6.0, -5.0; 1
-1.0, 6.0, -5.0; 1
-2.0, 8.0, -5.0; 1
-5.0, -8.0, 1.0; 1
-4.0, -7.0, 1.0; 1
-3.0, -7.0, 1.0; 6
-2.0, -7.0, 1.0; 5
-1.0, -7.0, 1.0; 8
0.0, -7.0, 1.0; 1
3.0, -9.0, -4.0; 1
-6.0, -6.0, 1.0; 1
-5.0, -6.0, 1.0; 3
-4.0, -6.0, 1.0; 13
-3.0, -6.0, 1.0; 4
-2.0, -6.0, 1.0; 4
-1.0, -6.0, 1.0; 3
0.0, -6.0, 1.0; 1
-6.0, -5.0, 1.0; 2
-5.0, -5.0, 1.0; 3
-3.0, -5.0, 1.0; 3
-2.0, -5.0, 1.0; 1
6.0, -5.0, 1.0; 1
-5.0, -2.0, 6.0; 1
-6.0, -4.0, 1.0; 4
-5.0, -4.0, 1.0; 1
-2.0, -6.0, -4.0; 1
-2.0, -3.0, 1.0; 1
-1.0, -3.0, 1.0; 27
0.0, -3.0, 1.0; 1
1.0, -3.0, 1.0; 1
2.0, -3.0, 1.0; 1
-2.0, -5.0, -4.0; 5
-1.0, -5.0, -4.0; 20
1.0, -5.0, -4.0; 2
5.0, -5.0, -4.0; 1
-3.0, -2.0, 1.0; 107
-2.0, -2.0, 1.0; 30
-1.0, -2.0, 1.0; 3
0.0, -2.0, 1.0; 3
1.0, -2.0, 1.0; 10
2.0, -2.0, 1.0; 2
-4.0, -4.0, -4.0; 3
-3.0, -4.0, -4.0; 3
-2.0, -4.0, -4.0; 3
-1.0, -4.0, -4.0; 12
0.0, -4.0, -4.0; 2
2.0, -4.0, -4.0; 3
-3.0, -1.0, 1.0; 19
1.0, -1.0, 1.0; 12
2.0, -1.0, 1.0; 7
-5.0, -3.0, -4.0; 1
-4.0, -3.0, -4.0; 8
-3.0, -3.0, -4.0; 16
-2.0, -3.0, -4.0; 7
-1.0, -3.0, -4.0; 3
-7.0, 0.0, 1.0; 1
-1.0, -5.0, -9.0; 1
-3.0, 0.0, 1.0; 2
-2.0, 0.0, 1.0; 1
1.0, 0.0, 1.0; 14
2.0, 0.0, 1.0; 8
3.0, 0.0, 1.0; 2
-4.0, -2.0, -4.0; 7
-3.0, -2.0, -4.0; 9
1.0, -2.0, -4.0; 1
4.0, -2.0, -4.0; 1
-5.0, 1.0, 1.0; 3
-4.0, 1.0, 1.0; 1
-3.0, 1.0, 1.0; 6
-2.0, 1.0, 1.0; 31
-1.0, 1.0, 1.0; 17
0.0, 1.0, 1.0; 11
1.0, 1.0, 1.0; 26
2.0, 1.0, 1.0; 5
3.0, 1.0, 1.0; 1
-4.0, -1.0, -4.0; 3
-3.0, -1.0, -4.0; 1
-6.0, 2.0, 1.0; 1
-5.0, 2.0, 1.0; 5
-4.0, 2.0, 1.0; 2
-2.0, 2.0, 1.0; 15
-1.0, 2.0, 1.0; 139
0.0, 2.0, 1.0; 75
1.0, 2.0, 1.0; 12
-5.0, 5.0, 6.0; 1
-4.0, -2.0, -9.0; 1
