-2.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 12213
-2.0, 2.0, -3.0; 8891
-3.0, 2.0, -3.0; 4109
-3.0, 2.0, -2.0; 1205

-3.0, 2.0, -2.0; -3.0, -3.0, -1.0
-3.0, -4.0, -1.0; 2010
-3.0, -3.0, -1.0; 1467
-2.0, 2.0, -3.0; 1245
-2.0, -4.0, -1.0; 1235

-2.0, 2.0, -3.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1715

-3.0, 2.0, -3.0; -3.0, -4.0, -1.0
-3.0, -3.0, -1.0; 2966
-3.0, 2.0, -2.0; 2001

-2.0, 2.0, -3.0; -2.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1214

-3.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 4928
-3.0, 2.0, -3.0; 2820
-2.0, 2.0, -3.0; 1912

-3.0, 2.0, -3.0; -2.0, -4.0, -1.0
-3.0, -3.0, -1.0; 1414

-2.0, 3.0, -1.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 2012
-2.0, 2.0, -3.0; 1444

