-2.0, 2.0, -3.0; -3.0, -3.0, -1.0
-3.0, -3.0, -1.0; 3542
-2.0, 2.0, -3.0; 2875

-2.0, 3.0, -1.0; -3.0, -4.0, -1.0
-2.0, -4.0, -1.0; 1282

-2.0, 3.0, 0.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 1305

-2.0, 3.0, -1.0; -3.0, -3.0, -1.0
-2.0, -4.0, -1.0; 2336
-3.0, -3.0, -1.0; 1536
-2.0, 3.0, -1.0; 1380
-2.0, 3.0, 0.0; 1261

-2.0, 3.0, -1.0; -2.0, -4.0, -1.0
-2.0, -4.0, -1.0; 3152
-2.0, 3.0, -1.0; 2629
-2.0, 3.0, 0.0; 1698

-2.0, 3.0, 0.0; -2.0, -4.0, -1.0
-2.0, -4.0, -1.0; 1996
-2.0, 3.0, -1.0; 1800
-2.0, 3.0, 0.0; 1597
-3.0, -3.0, -1.0; 1435
-3.0, -4.0, -1.0; 1428

