-10.0, 1.0, 0.0; 2
-9.0, 1.0, 0.0; 7
-8.0, 1.0, 0.0; 5
-7.0, 1.0, 0.0; 1
-6.0, 1.0, 0.0; 146
-5.0, 1.0, 0.0; 49
4.0, 1.0, 0.0; 1
5.0, 1.0, 0.0; 3
6.0, 1.0, 0.0; 12
7.0, 1.0, 0.0; 1
-10.0, 2.0, 0.0; 3
-9.0, 2.0, 0.0; 14
-8.0, 2.0, 0.0; 5
-7.0, 2.0, 0.0; 3
-6.0, 2.0, 0.0; 145
-5.0, 2.0, 0.0; 268
3.0, 2.0, 0.0; 1
4.0, 2.0, 0.0; 6
5.0, 2.0, 0.0; 5
9.0, 2.0, 0.0; 1
-10.0, 3.0, 0.0; 1
-9.0, 3.0, 0.0; 14
-8.0, 3.0, 0.0; 12
-7.0, 3.0, 0.0; 2
-6.0, 3.0, 0.0; 10
-5.0, 3.0, 0.0; 39
-4.0, 3.0, 0.0; 3
2.0, 3.0, 0.0; 1
3.0, 3.0, 0.0; 20
4.0, 3.0, 0.0; 39
5.0, 3.0, 0.0; 5
6.0, 3.0, 0.0; 2
7.0, 3.0, 0.0; 2
9.0, 3.0, 0.0; 1
-9.0, 4.0, 0.0; 5
-8.0, 4.0, 0.0; 44
-7.0, 4.0, 0.0; 13
-6.0, 4.0, 0.0; 8
-5.0, 4.0, 0.0; 20
-4.0, 4.0, 0.0; 10
1.0, 4.0, 0.0; 3
2.0, 4.0, 0.0; 13
3.0, 4.0, 0.0; 40
4.0, 4.0, 0.0; 26
5.0, 4.0, 0.0; 6
6.0, 4.0, 0.0; 3
7.0, 4.0, 0.0; 8
8.0, 4.0, 0.0; 1
-9.0, 5.0, 0.0; 2
-8.0, 5.0, 0.0; 19
-7.0, 5.0, 0.0; 32
-6.0, 5.0, 0.0; 18
-5.0, 5.0, 0.0; 12
-4.0, 5.0, 0.0; 24
-3.0, 5.0, 0.0; 13
-2.0, 5.0, 0.0; 11
-1.0, 5.0, 0.0; 30
